STATION,NAME,DATE,ACMH,ACSH,AWND,DAPR,FMTM,FRGT,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT16,WT18
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/23/2000,,,12.3,,138,,,137,0,,,56,64,47,,,280,290,,,23.9,28,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/24/2000,,,8.5,,1827,,,1835,0,,,56,68,43,,,270,270,,,21,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/25/2000,,,8.28,,1510,,,1511,0,,,55,65,45,,,280,270,,,23,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/26/2000,,,6.49,,1439,,,1424,0,,,63,78,47,,,280,280,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/27/2000,,,14.32,,1438,,,1837,0,,,57,63,51,,,270,290,,,28,31.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/28/2000,,,15.21,,1338,,,1337,0,,,56,62,50,,,280,280,,,28,31.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/29/2000,,,7.38,,1706,,,1349,0,,,55,67,42,,,280,270,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",4/30/2000,,,8.28,,1758,,,1744,0,,,56,68,44,,,290,290,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/1/2000,,,9.17,,1651,,,1642,0,,,56,65,46,,,280,290,,,23.9,28,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/2/2000,,,9.4,,1609,,,1833,0,,,59,65,52,,,270,290,,,21,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/3/2000,,,10.29,,1806,,,1805,0,,,60,67,52,,,280,280,,,21.9,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/4/2000,,,12.08,,2120,,,2128,0,,,60,66,53,,,280,290,,,23.9,25.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/5/2000,,,14.99,,2108,,,2138,0,,,58,64,52,,,260,260,,,21.9,25.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/6/2000,,,10.29,,1416,,,21,0.06,,,55,59,50,,,280,270,,,17.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/7/2000,,,8.72,,1056,,,1048,0.42,,,56,60,52,,,140,130,,,15,17,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/8/2000,,,10.29,,2341,,,1606,0.26,,,61,68,53,,,280,250,,,17,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/9/2000,,,14.32,,1739,,,1747,0,,,60,65,54,,,280,280,,,25.1,29.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/10/2000,,,17.67,,1347,,,1346,0,,,56,61,50,,,290,290,,,30,34.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/11/2000,,,11.41,,1620,,,1624,0,,,55,64,46,,,260,260,,,21.9,23.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/12/2000,,,9.4,,1703,,,1703,0,,,54,64,43,,,270,270,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/13/2000,,,8.95,,1637,,,1631,0,,,58,64,52,,,280,280,,,21,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/14/2000,,,14.99,,1331,,,1332,0.07,,,57,63,51,,,150,150,,,23.9,28,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/15/2000,,,8.72,,1320,,,1322,0.31,,,60,65,54,,,240,240,,,21,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/16/2000,,,15.88,,1333,,,1333,0,,,57,65,49,,,290,290,,,29.1,34.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/17/2000,,,7.61,,1515,,,1503,0,,,58,66,50,,,260,260,,,17.9,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/18/2000,,,7.16,,1447,,,1447,0,,,63,74,51,,,280,290,,,21,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/19/2000,,,6.93,,1549,,,1534,0,,,65,77,52,,,290,300,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/20/2000,,,7.16,,1551,,,1536,0,,,67,80,54,,,300,300,,,16.1,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/21/2000,,,6.04,,1613,,,1612,0,,,74,93,55,,,310,310,,,16.1,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/22/2000,,,6.49,,1340,,,1334,0,,,70,82,57,,,300,290,,,15,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/23/2000,,,6.93,,1738,,,1530,0,,,71,83,59,,,350,340,,,17,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/24/2000,,,10.29,,1856,,,1831,0,,,62,68,55,,,280,280,,,21,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/25/2000,,,16.78,,1446,,,1528,0,,,60,66,53,,,270,270,,,25.9,29.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/26/2000,,,13.87,,1750,,,1828,0,,,60,66,53,,,260,280,,,21.9,25.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/27/2000,,,9.84,,1921,,,1712,0,,,62,69,54,,,280,270,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/28/2000,,,8.05,,1703,,,1416,0,,,63,70,56,,,260,240,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/29/2000,,,8.5,,1613,,,1324,0,,,58,68,47,,,240,260,,,19.9,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/30/2000,,,6.71,,1829,,,1829,0,,,57,68,46,,,240,240,,,16.1,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",5/31/2000,,,6.71,,1645,,,1646,0,,,62,75,48,,,290,290,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/1/2000,,,8.05,,1457,,,1459,0,,,63,77,49,,,300,300,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/2/2000,,,11.63,,1751,,,1507,0,,,59,66,52,,,280,290,,,17.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/3/2000,,,10.29,,1723,,,1733,0,,,59,65,52,,,280,280,,,19.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/4/2000,,,12.97,,2015,,,2015,0,,,58,64,51,,,270,270,,,21.9,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/5/2000,,,12.75,,1842,,,1842,0,,,62,68,55,,,280,290,,,21,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/6/2000,,,9.4,,2127,,,1752,0,,,62,69,54,,,290,270,,,17.9,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/7/2000,,,11.41,,2311,,,2308,0.17,,,62,68,55,,,260,230,,,21.9,25.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/8/2000,,,16.78,,1014,,,1025,0.01,,,60,65,54,,,280,280,,,25.1,29.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/9/2000,,,15.21,,1552,,,1508,0,,,60,66,53,,,270,270,,,23,25.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/10/2000,,,10.51,,1433,,,1430,0,,,61,68,53,,,250,250,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/11/2000,,,8.28,,1633,,,1632,0,,,60,70,49,,,280,280,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/12/2000,,,7.83,,1520,,,1921,0,,,65,74,56,,,270,240,,,17,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/13/2000,,,5.37,,1350,,,1356,0,,,73,90,55,,,310,310,,,16.1,17,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/14/2000,,,5.14,,1722,,,1820,0,,,81,100,61,,,310,310,,,14.1,16.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/15/2000,,,10.96,,1149,,,1153,0,,,67,77,56,,,310,300,,,23,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/16/2000,,,10.96,,1611,,,1611,0,,,64,72,55,,,310,300,,,21.9,25.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/17/2000,,,9.62,,1722,,,1722,0,,,66,74,57,,,290,290,,,21.9,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/18/2000,,,13.87,,839,,,832,0,,,64,70,57,,,230,220,,,21,23.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/19/2000,,,9.4,,1452,,,1501,0,,,64,71,56,,,300,290,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/20/2000,,,8.5,,1712,,,1716,0.01,,,63,72,54,,,310,300,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/21/2000,,,10.07,,1512,,,1521,0,,,64,74,54,,,290,310,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/22/2000,,,11.18,,2331,,,2359,0,,,59,64,54,,,250,250,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/23/2000,,,10.96,,403,,,542,0,,,61,67,54,,,250,240,,,17.9,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/24/2000,,,9.4,,1350,,,1349,0,,,64,71,56,,,300,300,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/25/2000,,,10.74,,1425,,,1408,0,,,63,70,56,,,290,300,,,19.9,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/26/2000,,,8.28,,1439,,,1420,0,,,64,72,56,,,300,310,,,17,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/27/2000,,,9.62,,1647,,,1652,0,,,63,70,56,,,300,300,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/28/2000,,,10.29,,1250,,,1345,0,,,62,68,56,,,290,300,,,21,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/29/2000,,,11.41,,1659,,,1658,0,,,62,67,56,,,280,290,,,21.9,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",6/30/2000,,,12.53,,1749,,,1725,0,,,60,64,55,,,270,270,,,21.9,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/1/2000,,,11.41,,39,,,1534,0,,,60,65,55,,,240,250,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/2/2000,,,14.99,,1452,,,1452,0,,,58,62,54,,,250,250,,,21,23.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/3/2000,,,13.2,,1816,,,1711,0,,,59,63,54,,,250,260,,,17,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/4/2000,,,11.18,,1811,,,1809,0,,,60,67,53,,,270,270,,,23.9,28,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/5/2000,,,15.66,,1500,,,1452,0,,,59,64,54,,,260,250,,,23,30,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/6/2000,,,12.97,,1731,,,1731,0,,,61,67,54,,,280,280,,,23,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/7/2000,,,13.2,,1814,,,1823,0,,,62,68,56,,,270,260,,,19.9,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/8/2000,,,10.07,,1734,,,1804,0,,,62,68,56,,,290,290,,,19.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/9/2000,,,9.4,,1649,,,1403,0,,,62,69,54,,,300,290,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/10/2000,,,8.95,,1552,,,1450,0,,,62,69,55,,,310,320,,,19.9,23.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/11/2000,,,9.4,,1459,,,1519,0,,,63,69,57,,,310,310,,,21,23.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/12/2000,,,10.96,,1749,,,1603,0,,,64,70,57,,,290,300,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/13/2000,,,10.74,,1644,,,1638,0.02,,,63,71,55,,,270,270,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/14/2000,,,8.95,,1658,,,1510,0,,,63,70,55,,,280,280,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/15/2000,,,10.29,,1740,,,1442,0,,,61,65,56,,,290,280,,,19.9,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/16/2000,,,11.41,,1851,,,1923,0,,,59,61,56,,,270,270,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/17/2000,,,12.3,,1811,,,1824,0,,,62,65,58,,,270,250,,,17.9,23.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/18/2000,,,9.62,,1814,,,1813,0,,,65,72,57,,,280,280,,,19.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/19/2000,,,9.4,,1914,,,1901,0,,,61,69,52,,,270,270,,,21,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/20/2000,,,10.51,,1332,,,1337,0,,,61,67,54,,,280,290,,,23,23.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/21/2000,,,11.63,,615,,,2055,0,,,59,64,54,,,230,230,,,19.9,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/22/2000,,,9.4,,212,,,212,0,,,60,68,52,,,280,280,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/23/2000,,,7.61,,1639,,,1643,0,,,61,72,49,,,290,290,,,17.9,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/24/2000,,,10.07,,1435,,,1415,0,,,62,73,50,,,290,290,,,21,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/25/2000,,,9.4,,1723,,,1723,0,,,62,69,54,,,270,270,,,19.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/26/2000,,,14.76,,1516,,,1428,0,,,62,68,55,,,260,260,,,28,31.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/27/2000,,,10.07,,1529,,,222,0,,,63,70,56,,,290,260,,,17,23.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/28/2000,,,7.16,,1422,,,1424,0,,,63,70,55,,,280,290,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/29/2000,,,8.05,,1652,,,1932,0,,,65,74,55,,,290,290,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/30/2000,,,8.28,,1622,,,1619,0,,,65,75,55,,,290,280,,,21,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",7/31/2000,,,7.61,,1630,,,1644,0,,,67,79,55,,,300,300,,,16.1,17,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/1/2000,,,6.93,,1602,,,1601,0,,,73,88,57,,,310,300,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/3/2000,,,7.38,,1451,,,1348,0,,,66,74,58,,,290,310,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/4/2000,,,10.07,,1905,,,1905,0,,,63,69,56,,,300,300,,,17.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/5/2000,,,8.5,,1312,,,1312,0,,,62,68,55,,,280,280,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/6/2000,,,9.84,,1654,,,1916,0,,,61,66,55,,,270,250,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/7/2000,,,11.63,,1605,,,1605,0,,,60,63,57,,,270,270,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/8/2000,,,9.4,,1542,,,1540,0,,,63,68,57,,,280,280,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/9/2000,,,10.51,,1649,,,1905,0,,,64,69,58,,,280,260,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/10/2000,,,10.74,,1510,,,1923,0,,,62,69,54,,,270,260,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/11/2000,,,7.61,,1501,,,1458,0,,,67,80,53,,,310,310,,,16.1,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/12/2000,,,9.17,,1655,,,1659,0,,,63,73,53,,,280,280,,,21,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/13/2000,,,7.61,,1713,,,1718,0,,,62,73,50,,,280,280,,,17,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/14/2000,,,6.26,,1414,,,1830,0.01,,,63,76,50,,,290,250,,,17,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/15/2000,,,7.16,,1517,,,1515,0,,,62,74,49,,,280,280,,,16.1,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/16/2000,,,7.38,,1523,,,1522,0,,,65,79,51,,,290,290,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/17/2000,,,9.84,,1910,,,1816,0,,,60,71,49,,,270,270,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/18/2000,,,9.84,,1734,,,1829,0,,,62,70,54,,,280,240,,,17,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/19/2000,,,12.08,,1520,,,1526,0,,,62,68,56,,,260,260,,,31.1,34.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/20/2000,,,7.16,,1457,,,1429,0,,,63,71,54,,,280,280,,,15,17,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/21/2000,,,8.5,,1551,,,1602,0,,,61,70,51,,,310,310,,,19.9,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/22/2000,,,8.5,,1338,,,1338,0,,,64,72,55,,,300,310,,,17.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/23/2000,,,11.86,,1545,,,1513,0,,,63,68,58,,,280,270,,,17.9,21,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/24/2000,,,7.83,,1552,,,1543,0,,,67,77,57,,,290,290,,,15,17,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/25/2000,,,8.72,,1856,,,1856,0.02,,,64,74,53,,,280,280,,,17.9,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/26/2000,,,9.17,,1629,,,1541,0,,,61,69,53,,,290,290,,,17.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/27/2000,,,8.28,,1508,,,1508,0,,,64,71,56,,,290,280,,,21,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/28/2000,,,10.07,,1516,,,1526,0,,,62,70,54,,,300,310,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/29/2000,,,7.38,,1624,,,1624,0,,,60,62,58,,,270,280,,,17,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/30/2000,,,7.83,,1550,,,1607,0,,,63,68,58,,,290,310,,,14.1,16.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",8/31/2000,,,8.28,,1522,,,1825,0,,,64,69,59,0,,230,240,,,15,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/1/2000,,,8.05,,631,,,621,0.16,,,61,64,58,,,210,210,,,15,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/2/2000,,,7.16,,1552,,,1553,0,,,63,70,55,,,270,270,,,16.1,17,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/3/2000,,,11.18,,1535,,,1608,0,,,59,69,49,,,280,280,,,23.9,25.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/4/2000,,,9.17,,1639,,,1650,0,,,59,68,49,0,,280,280,,,23,23.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/5/2000,,,6.71,,1456,,,1518,0,,,63,76,49,0,,270,270,,,19.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/6/2000,,,6.49,,1520,,,1618,0,,,66,82,50,,,290,290,,,16.1,17,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/7/2000,,,5.37,,1809,,,1630,,,,69,86,51,,,310,290,,,14.1,16.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/8/2000,,,8.28,,1729,,,1702,0,,,63,72,53,,,280,280,,,17.9,21.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/9/2000,,,6.93,,1452,,,1625,0,,,61,70,51,,,290,290,,,17,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/10/2000,,,6.49,,1448,,,1432,0,,,60,70,50,,,290,280,,,15,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/11/2000,,,5.82,,1506,,,1550,0,,,64,75,52,,,300,310,,,15,16.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/12/2000,,,4.7,,1636,,,1635,0,,,64,78,50,,,260,260,,,21,23,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/13/2000,,,6.26,,2241,,,2253,0,,,72,83,61,,,220,220,,,21.9,23.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/14/2000,,,10.07,,152,,,147,0,,,67,73,61,,,210,210,,,21.9,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/15/2000,,,9.62,,1715,,,1714,0,,,64,69,59,,,280,280,,,21.9,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/16/2000,,,5.37,,1536,,,1537,0,,,64,72,56,,,300,310,,,14.1,16.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/17/2000,,,5.82,,1615,,,1642,0,,,72,91,53,,,300,310,,,16.1,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/18/2000,,,5.59,,1409,,,1445,0,,,72,87,57,,,310,320,,,17,19.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/19/2000,,,5.59,,1320,,,1319,0,,,73,89,56,,,310,300,,,16.1,17.9,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/20/2000,,,8.72,,1646,,,1624,0,,,71,81,61,,,330,330,,,21,25.1,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/21/2000,,,16.11,,130,,,129,0,,,68,72,63,,,230,230,,,25.1,30,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",9/22/2000,,,9.62,,47,,,7,0,,,62,69,55,,,220,220,,,17.9,21.9,,,,,,,,,,,
